# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
      67.633       60.100      316.531   402373.656
      67.738       95.700      336.562   402405.328
      67.843       84.000      336.562   402405.328
      67.943       99.200      336.562   402405.328
      68.049       82.100      336.562   402405.328
      68.152      107.900      336.562   402405.328
      68.253       99.000      336.562   402405.328
      68.354       83.600      336.562   402405.328
      68.460      128.200      340.562   402409.328
      68.562       44.400      340.562   402409.328
      68.663       86.500      340.562   402409.328
      68.766       66.500      340.562   402409.328
      68.868      100.300      340.562   402409.328
      68.973       96.000      340.562   402409.328
      69.075       94.400      340.562   402409.328
      69.180       75.900      340.562   402409.328
      69.284      103.500      340.625   402409.328
      69.389      100.800      341.094   402409.328
      69.493       53.600      341.094   402409.328
      69.594       86.500      341.094   402409.328
      69.696       95.000      341.094   402409.328
      69.801       87.100      341.094   402409.328
      69.905       80.400      341.109   402409.328
      70.008       82.600      341.109   402409.328
      70.109       94.900      341.109   402409.328
      70.215       97.500      341.109   402409.328
      70.315       79.400      341.109   402409.328
      70.417       72.400      341.109   402409.328
      70.522      104.600      341.109   402409.328
      70.627       68.300      341.109   402409.328
      70.732       62.900      341.109   402409.328
      70.834       98.500      341.109   402409.328
      70.939       76.400      316.562   402373.656
      71.040       85.300      316.562   402373.656
      71.145      114.700      316.562   402373.656
      71.246      104.000      316.562   402373.656
      71.352       77.200      316.562   402373.656
      71.457       72.700      316.562   402373.656
      71.559       89.300      316.562   402373.656
      71.664       78.300      316.562   402373.656
      71.769       90.000      316.562   402373.656
      71.869       93.900      316.562   402373.656
      71.972       77.300      316.562   402373.656
      72.076       86.200      316.562   402373.656
      72.181       72.600      316.562   402373.656
      72.283       91.600      316.562   402373.656
      72.389       94.600      316.562   402373.656
      72.494       68.100      316.562   402373.656
      72.597       84.000      316.562   402373.656
      72.702       74.900      316.562   402373.656
      72.804       89.400      316.562   402373.656
      72.906       90.700      316.562   402373.656
      73.009       85.600      316.562   402373.656
      73.113       77.600      316.562   402373.656
      73.214       96.100      316.562   402373.656
      73.320       81.200      316.562   402373.656
      73.421       71.800      316.562   402373.656
      73.524       78.200      316.562   402373.656
      73.625      101.000      316.562   402373.656
      73.730       71.400      316.562   402373.656
      73.836      101.000      316.562   402373.656
      73.937       93.000      316.562   402373.656
      74.040      106.600      316.562   402373.656
      74.144       88.900      316.562   402373.656
      74.248       73.400      316.562   402373.656
      74.350       79.100      316.562   402373.656
      74.453       97.100      316.562   402373.656
      74.555       87.200      316.562   402373.656
      74.659       88.800      316.562   402373.656
      74.764       75.400      316.562   402373.656
      74.866      107.000      316.562   402373.656
      74.967      104.100      316.562   402373.656
      75.070       81.300      316.562   402373.656
      75.174       80.100      316.562   402373.656
      75.275       89.900      316.562   402373.656
      75.380       87.000      316.562   402373.656
      75.485      107.100      316.562   402373.656
      75.591       87.100      316.562   402373.656
      75.694       81.300      316.562   402373.656
      75.795       75.900      316.562   402373.656
      75.897       71.700      316.562   402373.656
      75.998       98.700      316.562   402373.656
      76.099       84.400      316.562   402373.656
      76.200       79.100      316.562   402373.656
      76.306       76.600      316.562   402373.656
      76.410       98.300      316.562   402373.656
      76.514      101.400      316.562   402373.656
      76.619       92.900      316.562   402373.656
      76.724       93.300      316.562   402373.656
      76.829       98.300      316.562   402373.656
      76.930       79.300      316.562   402373.656
      77.033      106.200      316.562   402373.656
      77.135       74.500      316.562   402373.656
      77.239       80.200      316.562   402373.656
      77.342       97.700      316.562   402373.656
      77.445       88.900      316.562   402373.656
      77.550       77.500      316.562   402373.656
      77.654       75.400      316.562   402373.656
      77.758       85.000      316.562   402373.656
      77.863       82.900      316.562   402373.656
      77.969       85.800      316.562   402373.656
      78.073       82.200      316.562   402373.656
      78.175       90.600      316.562   402373.656
      78.279       96.600      316.562   402373.656
      78.384       85.200      316.562   402373.656
      78.486      112.500      333.250   402401.328
      78.586       68.200      333.250   402401.328
      78.688       76.800      333.250   402401.328
      78.793       62.100      333.250   402401.328
      78.898       71.200      333.250   402401.328
      79.000      111.300      333.250   402401.328
      79.105       90.300      333.250   402401.328
      79.211       97.800      333.250   402401.328
      79.312       64.400      333.250   402401.328
      79.414       84.200      333.250   402401.328
